"Year","imdbRating","budget_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Biography","History","Adventure","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","Sport","Documentary","Music","Animation","Family","Musical","War","Western"
2013,8.3,3.8e+07,1,122992469.272727,2.34353086452148,65557933.8333333,3.74324992605843,302487205.888889,2.40412043417099,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.5,9e+07,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2007,6.1,1.8e+08,0,173803894.5,2.13180754683229,347425832,3.86028702222222,262892480.25,2.34175460751719,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2003,6,7e+07,1,78232607.1538462,2.25455743727585,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2012,6.5,3.3e+07,0,67096556,1.73472054653403,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2013,6.7,2.8e+07,1,12529653.25,0.928995046428571,0,1,40367201.25,1.51406449642857,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.1,750000,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,1.45e+08,0,94542283.2608696,2.55812133960075,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.6,5200000,0,28794346.1176471,29.3799353686997,0,1,116958875.285714,2.08929442690476,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,6.9,780000,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.4,1.3e+08,1,205519670.2,2.03567315119158,68252825,1.3710031495283,16304968,1.3780326452381,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,5.8,3e+07,1,166949117.8,1.96210518369748,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,5.9,4600000,0,84921636.1111111,1.75059830270069,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.1,1.3e+07,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,6.9,5e+06,1,14152560.3333333,1.2293407859757,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7.7,3.5e+07,1,205846390.4,2.49926443254478,0,1,108505008.75,3.22824219395822,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.7,1200000,1,5728419.25,0.913669121428571,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,6.6,5e+06,1,0,1,51548172.5,43.4568104166667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.2,1e+07,1,76462546.5,15.7925093,128010719,58.2493197166667,152925093,30.5850186,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2007,5.9,1e+07,1,63360381.6,9.99454002,341808,0.106815,158400954,23.48635005,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2008,5.8,10800000,1,143306780.666667,16.8794296166667,68050751,6.8413922,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001,4.9,2.5e+07,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.2,4.5e+07,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.4,4.5e+07,1,0,1,47063033.6666667,1.71251185925926,15549702,1.110693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,5.1,4e+07,1,30148634,0.959573569360387,155200000,3.44888888888889,85374851,2.27979094444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3.5,2e+07,1,66788832.6,5.85363382343434,77600000,2.22444444444444,81038324.6,2.46133027777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,5.9,2e+07,0,102447342.357143,10.6561808909347,0,1,128263027,3.21678997916667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,4.9,8.4e+07,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,4.9,2.5e+07,1,276294164,3.28921623809524,120799978.5,2.91967682738095,276294164,3.28921623809524,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.8,4e+06,1,0,1,53243224,3.28869987948718,53243224,3.28869987948718,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.4,8.6e+07,0,65903785,1.65080802083333,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,5.4,4e+07,1,147358823.230769,2.09509657441414,0,1,147080413,1.8385051625,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2003,7.6,3e+07,0,41663532.8333333,2.13081780705128,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,6.6,4e+07,1,119356661.333333,2.2975535177807,53285524.5,1.05466708159393,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,7.2,3.5e+07,0,68974891.3,1.68548869429487,45054352,1.87700411818182,114658262,1.63797517142857,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001,5.3,1.6e+07,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2004,4.9,2.9e+07,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,5.8,10100000,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,6.9,2.8e+07,1,152472087,2.11440952860884,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,8,3.9e+07,0,87150255.75,1.58000243571429,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2001,6.6,1500000,0,29950783.125,1.28515792547832,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.6,5.4e+07,1,157039970.315789,2.48234913970041,0,1,153774755.5,2.81057670434193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7.2,13500000,0,60762503.8421053,1.68510779161406,34533783,2.3022522,34533783,2.3022522,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2006,6.6,1e+07,0,107985534.75,1.51046151232394,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,5.4,57500000,1,53881617.5,1.50502937583333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4.1,9.5e+07,1,279570866.857143,4.8992113203948,415247258,7.22169144347826,415247258,7.22169144347826,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.9,4e+07,0,10764388,1.42277425,0,1,13596911,0.194241585714286,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,7.3,6500000,0,63138028.1333333,2.35655375367461,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.2,5e+07,0,90253141.7142857,1.72915195827664,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.3,1e+07,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2011,3.9,2.5e+07,0,19201051,1.40027570428571,0,1,100319522.25,2.85174050701729,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,6,7.5e+07,1,143080079.461538,3.01289437607867,386116343,5.94025143076923,163937598,3.94541862666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,7.3,6e+06,0,21758199.4285714,1.40112280564044,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,8,5e+06,1,40249140.3333333,1.01625756031746,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.4,2e+07,1,95664800.8405797,2.89707125043151,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.4,2.5e+07,1,14742530.3333333,1.2297192,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.6,9e+07,1,106249582.05,1.95390196000674,0,1,14196492,0.801997222222222,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2006,6.7,2e+06,0,29780339.6,1.37654539863248,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.2,6e+07,0,119943137.4,10.3397645797202,0,1,131338594.333333,1.90980606148148,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2005,6.5,7500000,0,96348976.25,2.57467208659505,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.6,2e+06,0,0,1,3643900,0.607316666666667,3643900,0.607316666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.3,250000,0,1751677,1.18791925,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,5.5,8.5e+07,0,132337349.8,2.96944547389916,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2001,7.9,5e+07,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,7.3,7e+07,1,238703963,4.25148985832024,491812794,9.83625588,199442701.333333,4.055899085,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,6.4,1.65e+08,1,310034671.40625,4.29314195407196,477684179,6.40728651197403,81627454,2.33221297142857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,6,1.6e+08,1,270916613.083333,4.6454547210606,714410463,11.6110431685714,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,8.1,8e+07,1,119405853.888889,1.52311117911847,167297191,1.07933671612903,231849289.666667,2.38069583735985,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,8.1,9e+06,1,101488869.952381,6.75154545248569,140495267.5,28.29721275,140495267.5,28.29721275,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,7.1,3e+07,1,46104931.2380952,1.80913599306993,34410249,0.934884141666667,142484574.866667,1.91893777400884,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2013,7.1,2e+05,0,46104931.2380952,1.80913599306993,34410249,0.934884141666667,142484574.866667,1.91893777400884,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004,7.6,1.7e+07,1,28345170.2,1.59617225333333,0,1,105823486,3.52744953333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.7,70702619,1,28664565.5,1.15949379285714,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2006,6.6,5e+07,0,130241680.909091,3.48504263250689,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,5.1,2e+07,1,122653974.3,2.25301612215152,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,7.9,2.1e+07,1,160121945.72,4.30974965815119,20034713,0.910668772727273,74648550.5,6.33089747727273,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,8,1300000,0,27230705.7894737,26.3504052826557,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,8.2,4e+07,1,25395230,1.64645230844156,0,1,92591516.8,3.04074632830049,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2003,6.6,6e+07,0,148977668.166667,3.65672315291384,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012,6.8,3e+06,1,19537367,1.54934830134663,72293850,4.516325,123624331.2,4.00519822333333,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,6.1,7e+07,0,65698873.5,1.75111737256846,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.2,3.5e+07,1,47737532.5714286,1.39394417225148,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,7.8,2e+08,1,225619884.21875,2.86290007795227,339287607.285714,2.83456276320485,62206838.6666667,1.19864597619048,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2008,5.9,2500000,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2004,5.2,1e+07,0,79285967.6,2.56819200394009,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.5,15250000,0,13202339.75,0.797940936630037,166096325.25,4.48153069738095,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,8.1,1.4e+07,1,0,1,0,1,38328747.6666667,4.05673979166667,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,6.7,1.7e+07,1,100166923,2.58634038324745,11843260,1.57910133333333,11843260,1.57910133333333,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2006,5.7,3.3e+07,0,111268142.307692,3.85029771233371,0,1,75936324,2.42146387350427,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2013,6.5,1.5e+07,1,69457932.4444444,1.95269672386062,39782480,1.38405511111111,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2002,5.1,3.2e+07,1,26616870.5,1.44758576145833,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,6,6e+06,0,0,1,0,1,80229983,2.05865297979798,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6.2,1.7e+08,1,201944309.65,4.3075511607895,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.2,4.7e+07,0,129999208.428571,2.60580697422969,0,1,227083666.5,3.51104528823529,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.4,12500000,0,55325581.5333333,1.2242297708516,311744465,3.66758194117647,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5.9,3.5e+07,0,88563447.2857143,2.12911342948648,0,1,37175836.5,1.63911226636364,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.8,8e+07,1,82495590.0714286,2.65307520930487,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.4,7e+06,1,18741099.8,3.77797053,86706578,14.8296165125,86706578,14.8296165125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,2.1,1e+08,0,10358317,1.34819573666667,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,5.8,4e+06,0,168799858,1.89427802823741,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,5.4,1.2e+07,0,4965064.75,1.246506475,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.1,12500000,1,0,1,59183821,2.36735284,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,4.2,1.6e+07,0,42550056.25,1.45916760416667,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7.1,1.8e+07,1,85471684.25,1.92457813488168,0,1,14811980,0.987465333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,7.5,3.2e+07,1,108580310.705882,2.40421100683799,0,1,10676073,2.1352146,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2006,5.5,1.7e+07,0,4739856,1.342482,15332865.5,1.08486190888889,7696529,1.71033977777778,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,4.6,3.7e+07,0,55461456.5333333,18.9488248602789,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,6.5,7.5e+07,0,136249429.142857,2.35072084023919,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,5.6,1e+07,1,14611697.875,2.37506527276455,0,1,38158601,5.45122871428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,6.1,1.2e+08,0,19395929.5454545,1.19747229851413,409150819.666667,3.82159623002625,581418344,4.83623663503937,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2002,6.9,1e+07,0,87728704.2,2.20864704634033,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.3,1.39e+08,1,4965064.75,1.246506475,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,7.4,2e+08,1,300813365.555556,3.03603196173471,533397304.5,3.85026833747309,821565375,5.91054226618705,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2007,6.3,2.58e+08,1,294031624.333333,2.50090146712146,0,1,802635188,4.91453363559352,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.9,8e+07,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,5.8,3e+07,0,156003904.090909,2.39459047213398,0,1,4857374,0.373644153846154,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,5.3,5e+06,1,241128894.75,3.64196180759934,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,6.8,4500000,0,117062488,2.79181508912265,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,7,9e+07,0,41444979.5,1.49332934583333,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2001,5.4,3.5e+07,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.1,4e+07,1,93803187.6,2.94531886145212,197692062,5.64834462857143,197692062,5.64834462857143,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.8,11400000,0,88612727.0793651,2.36257423583926,0,1,4189070.5,0.779271366666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,8.1,1.4e+08,1,82199512.5,1.32903926445713,342412690,2.57617741471082,397501348,2.65000898666667,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2013,7.9,1.9e+08,1,305419066.666667,2.60132364426577,412922198.727273,2.73748384867808,347759260.333333,3.53559635174603,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2002,6.4,6e+07,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2008,5.7,8500000,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2007,7.8,7e+07,0,313217460.333333,2.44757294857505,0,1,11850214,1.82310984615385,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2004,6.1,6e+07,1,58356028.8,1.73633429464286,0,1,86325829,3.59690954166667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,7.1,6e+07,0,145972225.166667,4.74755372381289,86509602,1.19323588965517,32275948.5,7.94541225,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5,2.5e+07,0,18000707.5,1.11744279166667,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,5,1.38e+08,0,102520269.833333,3.86602256314622,0,1,236856155,4.62583866541353,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2004,6.9,2e+07,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2008,6.8,6.5e+07,0,98694491.8666667,2.45612365729468,126146575.5,2.90326404575342,126146575.5,2.90326404575342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.5,1.2e+07,1,9228168.33333333,0.943032386666667,131638276,10.1260212307692,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2010,6.1,3e+07,1,0,1,60656858.25,5.34377941185897,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,5.1,1.4e+07,1,3519531.8,0.955548348571429,8135024,0.4067512,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,6.5,2.5e+07,0,48407354.4,2.75555414062683,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,7.7,3e+07,0,82279805.3,2.45573558846021,0,1,79401285.5,7.771530035,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.8,2e+07,1,100743353.30303,2.73315079705636,12262065,0.817471,6225304,3.112652,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2002,5.4,1.2e+08,0,62120360.75,1.537073025,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,7.3,1900000,1,56981853.4,1.62001199376721,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6.1,7.5e+07,0,71673162.8181818,4.31601836998589,454161935,7.56936558333333,211284010.5,4.07317133216874,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2007,7.3,4e+07,0,46430536.8333333,2.28731362734837,82955633,10.369454125,82955633,10.369454125,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2008,6.9,5e+06,1,127500566.25,4.39897659082824,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.9,5600000,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6.8,2500000,0,149286947.636364,6.11075618800669,135463128.8,3.75480282675722,12930343,0.847891344262295,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7.1,5e+07,1,0,1,209737265,1.80268236289855,391590897,2.70243465761905,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2004,7.4,65000,1,23799416.6923077,3.09745085977889,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,7.1,3e+06,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,7.7,17500000,1,3583600.25,0.89334401,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4.5,3.5e+07,1,5744738.25,1.2287281875,166955310,3.95832719444444,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2006,6.2,2.32e+08,0,18742345.7,0.753335332601732,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2007,6.8,1e+08,0,90260916.3076923,11.1593500381467,64609531.2,1.71459707920228,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2008,6.4,3500000,0,15368996,1.09153324444444,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,6.1,3.8e+07,1,30361395.6,2.30331364666667,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.6,4e+07,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,3.6,1e+07,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.8,7800000,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,6.1,2.1e+07,0,30757740.5714286,1.29105160890768,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.5,8e+07,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2008,7.4,2e+07,0,69385121.2142857,2.25470360702599,72993444,3.6496722,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,5e+07,0,140387725.894737,4.84227927898885,15010522.75,0.502146724347826,12219367,0.48877468,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,7.5,4750000,0,10845741,0.987820618689581,166026,0.664104,166026,0.664104,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,6.6,3e+07,1,65412057.25,2.16462814539993,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,7.9,2.5e+07,1,62733220.2857143,17.5415551166327,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2010,6.2,3.2e+07,1,79569521,2.20316455588284,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
